Start Time,End Time,Original,Translation,English Translation,Score,Comment
1900-01-01 00:20:07.987982,1900-01-01 00:20:09.067982,Shrimp pilaf.,[UNK] [UNK] .,[UNK] [UNK] .,,
1900-01-01 00:20:09.067982,1900-01-01 00:20:09.967982,Shrimp pilaf.,[UNK] [UNK] .,[UNK] [UNK] .,,
1900-01-01 00:20:18.907982,1900-01-01 00:20:19.806982,"Oh, god.","oh , god .","oh , god .",,
1900-01-01 00:20:19.806982,1900-01-01 00:20:21.407982,"OK, we have three spaghetti meatballs,","oké , we hebben drie [UNK] .","okay , we have three [UNK] .",,
1900-01-01 00:20:21.407982,1900-01-01 00:20:22.306982,spinach ravioli.,[UNK] [UNK] .,[UNK] [UNK] .,,
1900-01-01 00:20:25.146982,1900-01-01 00:20:27.547982,OK.,oké .,okay .,,
1900-01-01 00:20:27.547982,1900-01-01 00:20:28.646982,"You all right, darling?",gaat het ?,you okay ?,,
1900-01-01 00:20:28.646982,1900-01-01 00:20:31.146982,"Yeah, he just says he wants to work slowly.",hij wil langzaam werken .,he wants to work slowly .,,
1900-01-01 00:20:31.146982,1900-01-01 00:20:32.286982,He wants to work slowly?,wil hij langzaam werken ?,does he want to work slowly ?,,
1900-01-01 00:20:32.286982,1900-01-01 00:20:33.886982,Why?,waarom ?,why ?,,
1900-01-01 00:20:33.886982,1900-01-01 00:20:37.487982,I think he just wants to focus on one ticket at a time.,ik denk dat hij zich op een [UNK] wil focussen .,i think he wants to focus on a [UNK] .,,
1900-01-01 00:20:37.487982,1900-01-01 00:20:39.366982,I don't think the customers want to hear the chef,ik denk niet dat de klanten willen horen .,i don't think the clients want to hear .,,
1900-01-01 00:20:39.366982,1900-01-01 00:20:40.426982,say I want to work slowly.,zeg dat ik moet langzaam werken .,tell me i should work slowly .,,
1900-01-01 00:20:44.707982,1900-01-01 00:20:47.806982,I try to say something to Kasimiro about ticket time.,ik probeer iets te zeggen over [UNK] tijd .,i'm trying to say something about [UNK] time .,,
1900-01-01 00:20:47.806982,1900-01-01 00:20:49.467982,He will just ignore me.,hij [UNK] me gewoon .,he just [UNK] me .,,
1900-01-01 00:20:49.467982,1900-01-01 00:20:50.366982,Kasimiro?,[UNK] ?,[UNK] ?,,
1900-01-01 00:20:50.366982,1900-01-01 00:20:51.267982,"Yeah, yeah, yeah.","ja , ja , ja .","yeah , yeah , yeah .",,
1900-01-01 00:20:51.267982,1900-01-01 00:20:52.447982,OK.,oké .,okay .,,
1900-01-01 00:20:52.447982,1900-01-01 00:20:53.407982,"What ticket is he working on now, darling?",wat voor [UNK] werkt hij nu ?,what kind of [UNK] does he work now ?,,
1900-01-01 00:20:53.426982,1900-01-01 00:20:54.387982,He's working on the what?,werkt hij op wat ?,does he work on what ?,,
1900-01-01 00:20:54.387982,1900-01-01 00:20:55.287982,He's working on this one.,hij werkt aan deze .,he's working on this one .,,
1900-01-01 00:20:55.287982,1900-01-01 00:20:56.187982,"Oh, OK.",oké .,okay .,,
1900-01-01 00:20:56.187982,1900-01-01 00:20:57.727982,I haven't even gotten to those.,ik heb er niet eens mee gekregen .,i didn't even get involved .,,
1900-01-01 00:20:57.727982,1900-01-01 00:20:58.727982,Are you kidding me?,meen je dat ?,are you serious ?,,
1900-01-01 00:20:58.727982,1900-01-01 00:20:59.627982,"No, no, no.","nee , nee , nee .","no , no , no .",,
1900-01-01 00:21:02.627982,1900-01-01 00:21:06.606982,"With Kasimiro working at his own pace,","met [UNK] werken bij zijn eigen [UNK] ,","with [UNK] work with his own [UNK] ,",,
1900-01-01 00:21:06.606982,1900-01-01 00:21:09.806982,the dining room's patience is being tested.,de [UNK] [UNK] is geduld zijn .,the [UNK] [UNK] is patience .,,
1900-01-01 00:21:15.146982,1900-01-01 00:21:16.646982,"OK, I'm sorry.",het spijt me .,i'm sorry .,,
1900-01-01 00:21:16.646982,1900-01-01 00:21:17.546982,"Oh, my god.",mijn god .,"oh , my god .",,
1900-01-01 00:21:17.546982,1900-01-01 00:21:19.646982,Necesitamos platos.,[UNK] [UNK] .,[UNK] [UNK] .,,
1900-01-01 00:21:19.646982,1900-01-01 00:21:22.387982,As food finally makes its way into the dining room.,het eten is eindelijk in de [UNK] .,the food is finally in the [UNK] .,,
1900-01-01 00:21:22.426982,1900-01-01 00:21:23.426982,"I am sorry, guys.","het spijt me , jongens .","i'm sorry , guys .",,
1900-01-01 00:21:23.426982,1900-01-01 00:21:24.426982,Spaghetti with meatball.,[UNK] met [UNK] .,[UNK] with [UNK] .,,
1900-01-01 00:21:24.426982,1900-01-01 00:21:25.426982,Finally.,eindelijk .,finally .,,
1900-01-01 00:21:25.426982,1900-01-01 00:21:26.526982,Customers find out.,vind klanten .,find customers .,,
1900-01-01 00:21:26.526982,1900-01-01 00:21:28.967982,I think the pasta's a little overcooked.,ik denk dat het een beetje [UNK] is .,i think it's a little [UNK] .,,
1900-01-01 00:21:28.967982,1900-01-01 00:21:31.106982,It was definitely not worth the wait.,het was echt niet het wachten .,it wasn't really waiting .,,
1900-01-01 00:21:41.106982,1900-01-01 00:21:43.187982,What have you done?,wat heb je gedaan ?,what have you done ?,,
1900-01-01 00:21:43.187982,1900-01-01 00:21:44.887982,What the fuck have you done?,wat heb je gedaan ?,what have you done ?,,
1900-01-01 00:21:44.887982,1900-01-01 00:21:45.787982,Stop.,stop .,stop .,,
1900-01-01 00:21:45.787982,1900-01-01 00:21:46.687982,"No, no, no.","nee , nee , nee .","no , no , no .",,
1900-01-01 00:21:46.687982,1900-01-01 00:21:47.947982,"Listen, fucking donkey.","luister , verdomme .","listen , damn it .",,
1900-01-01 00:21:47.947982,1900-01-01 00:21:48.847982,"Danielle, come here.","danielle , kom hier .","danielle , come here .",,
1900-01-01 00:21:48.847982,1900-01-01 00:21:50.287982,I want you to stop.,ik wil dat je stopte .,i want you to stop .,,
1900-01-01 00:21:50.287982,1900-01-01 00:21:50.986982,What are you doing?,wat doe je ?,what are you doing ?,,
1900-01-01 00:21:53.387982,1900-01-01 00:21:54.787982,"Oh, come on.",kom op .,come on .,,
1900-01-01 00:21:54.787982,1900-01-01 00:21:57.586982,"He said he was working, and he couldn't watch him.","hij zei dat hij werkt , en hij kon niet kijken .","he said he was working , and he couldn't watch .",,
1900-01-01 00:21:57.586982,1900-01-01 00:21:58.486982,"Oh, come on.",kom op .,come on .,,
1900-01-01 00:21:58.486982,1900-01-01 00:21:59.387982,I know.,ik weet het .,i know .,,
1900-01-01 00:21:59.387982,1900-01-01 00:22:00.326982,"Get me Tatiana, please.","haal me [UNK] , alsjeblieft .","get me [UNK] , please .",,
1900-01-01 00:22:00.326982,1900-01-01 00:22:01.227982,"Please, darling.","alsjeblieft , lieverd .","please , honey .",,
1900-01-01 00:22:01.227982,1900-01-01 00:22:02.127982,Is it not cooked?,is het niet [UNK] ?,isn't it [UNK] ?,,
1900-01-01 00:22:02.127982,1900-01-01 00:22:04.167982,They're all kind of burnt on one side.,ze zijn allemaal verbrand .,they're all burned .,,
1900-01-01 00:22:04.167982,1900-01-01 00:22:05.067982,Where's Tatiana?,waar is [UNK] ?,where's [UNK] ?,,
1900-01-01 00:22:05.067982,1900-01-01 00:22:06.167982,She's dealing.,ze is [UNK] .,she's [UNK] .,,
1900-01-01 00:22:06.167982,1900-01-01 00:22:07.067982,They're complaining about the meatballs.,ze sterven over de [UNK] .,they die about the [UNK] .,,
1900-01-01 00:22:07.067982,1900-01-01 00:22:07.967982,"No, we need her now.","nee , we hebben haar nu nodig .","no , we need her now .",,
1900-01-01 00:22:07.967982,1900-01-01 00:22:08.866982,We need her now.,we hebben haar nu nodig .,we need her now .,,
1900-01-01 00:22:08.866982,1900-01-01 00:22:09.766982,No.,nee .,no .,,
1900-01-01 00:22:09.766982,1900-01-01 00:22:11.106982,Chef needs you now.,chef heeft je nu nodig .,boss needs you now .,,
1900-01-01 00:22:11.106982,1900-01-01 00:22:12.706982,"Chef, I'm having complaints about the meatballs.","chief , ik maak het over de [UNK] .","chief , i make it over the [UNK] .",,
1900-01-01 00:22:12.706982,1900-01-01 00:22:13.606982,"Yeah, yeah.","ja , ja .","yeah , yeah .",,
1900-01-01 00:22:13.606982,1900-01-01 00:22:14.507982,"Listen, listen.",luister .,listen .,,
1900-01-01 00:22:14.507982,1900-01-01 00:22:15.407982,But put that down.,maar zet dat neer .,but put that down .,,
1900-01-01 00:22:15.407982,1900-01-01 00:22:16.306982,I've got a fucking bigger.,ik heb een [UNK] .,i have a [UNK] .,,
1900-01-01 00:22:16.306982,1900-01-01 00:22:17.806982,"No, I didn't say throw it away.","nee , ik heb het niet [UNK] .","no , i didn't [UNK] it .",,
1900-01-01 00:22:17.806982,1900-01-01 00:22:19.507982,"Come on, sweetheart.","kom op , lieverd .","come on , honey .",,
1900-01-01 00:22:19.507982,1900-01-01 00:22:21.447982,I showed him how to cook one off.,ik heb hem laten [UNK] .,i [UNK] him .,,
1900-01-01 00:22:21.467982,1900-01-01 00:22:23.347982,"My back's turned to two minutes,",mijn [UNK] is twee minuten geworden .,my [UNK] got two minutes ago .,,
1900-01-01 00:22:23.347982,1900-01-01 00:22:27.146982,"and that's what I've got, burnt shit stuck to a pan.","en dat is wat ik heb , verbrand naar een pan .","and that's what i have , burned to a pan .",,
1900-01-01 00:22:27.146982,1900-01-01 00:22:30.887982,"He turned around to Danielle, hold on, and said to Danielle,",hij werd [UNK] om danielle te houden . . .,he was [UNK] to keep danielle . . .,,
1900-01-01 00:22:30.887982,1900-01-01 00:22:33.146982,"I've got, uh, I'm busy.",ik heb het druk .,i'm busy .,,
1900-01-01 00:22:33.146982,1900-01-01 00:22:34.326982,I can't watch my meatballs.,ik kan me niet zien .,i can't see me .,,
1900-01-01 00:22:34.326982,1900-01-01 00:22:35.646982,That's what I'm going to work for.,daar ga ik voor werken .,i'm gonna work for that .,,
1900-01-01 00:22:35.646982,1900-01-01 00:22:37.026982,What's your complaint on the meatball?,wat staat je aan de [UNK] ?,what are you talking about ?,,
1900-01-01 00:22:37.026982,1900-01-01 00:22:38.627982,"They said it was, like, toasted on one side,","ze zeiden dat het was , zoals [UNK] aan één kant ,","they said it was , like [UNK] on one side .",,
1900-01-01 00:22:38.627982,1900-01-01 00:22:39.526982,but not toasted on the other.,maar niet [UNK] op de andere kant .,but don't [UNK] on the other side .,,
1900-01-01 00:22:39.526982,1900-01-01 00:22:40.586982,Really?,echt ?,really ?,,
1900-01-01 00:22:40.586982,1900-01-01 00:22:42.787982,How about telling your fucking chef?,hoe zit het met je [UNK] ?,what about your [UNK] ?,,
1900-01-01 00:22:42.787982,1900-01-01 00:22:44.507982,"OK, you cook it.",[UNK] .,[UNK] .,,
1900-01-01 00:22:44.507982,1900-01-01 00:22:47.426982,Now he's getting upset with me because I've caught him out.,nu wordt hij boos met me gemaakt omdat ik hem heb gepakt .,now he gets angry with me because i caught him .,,
1900-01-01 00:22:47.426982,1900-01-01 00:22:50.026982,"When a guy can't make a meatball or even season one,",wanneer er geen [UNK] is . . .,when there's no [UNK] . . .,,
1900-01-01 00:22:50.046982,1900-01-01 00:22:51.486982,I'm sorry.,het spijt me .,i'm sorry .,,
1900-01-01 00:22:51.486982,1900-01-01 00:22:52.986982,I'm really sorry.,het spijt me .,i'm sorry .,,
1900-01-01 00:22:52.986982,1900-01-01 00:22:55.727982,And then when I watch a chef that cooks and sticks food,en toen kijk ik een [UNK] en [UNK],and then i watch a [UNK] and [UNK],,
1900-01-01 00:22:55.727982,1900-01-01 00:22:59.486982,"up there, holds it, and we're not even talking homemade food.","wie het ook , we hebben het niet eens met [UNK] eten .",whoever we don't even eat with [UNK] .,,
1900-01-01 00:22:59.486982,1900-01-01 00:23:01.967982,"We're talking bought in, store bought.","we hebben het gekocht , gekocht .","we bought it , we bought it .",,
1900-01-01 00:23:01.967982,1900-01-01 00:23:03.667982,"My god, it hurts.","god , het doet pijn .","god , it hurt .",,
1900-01-01 00:23:03.667982,1900-01-01 00:23:05.407982,"OK, you cook it.",[UNK] .,[UNK] .,,
1900-01-01 00:23:05.407982,1900-01-01 00:23:08.206982,And look at that for a stinking attitude.,kijk eens aan voor een [UNK] [UNK] .,look for a [UNK] [UNK] .,,
1900-01-01 00:23:08.206982,1900-01-01 00:23:11.347982,"Look at that, a disgusting attitude.","kijk eens aan , een walgelijk [UNK] .","look at that , a disgusting [UNK] .",,
1900-01-01 00:23:11.347982,1900-01-01 00:23:13.706982,Ask him to put his house in the fucking mix.,vraag hem om zijn huis te [UNK] .,ask him to [UNK] his house .,,
1900-01-01 00:23:13.706982,1900-01-01 00:23:15.247982,"If his house was on the line, he wouldn't be","als zijn huis in de rij was , zou hij niet komen","when his house was in the line , he wouldn't come .",,
1900-01-01 00:23:15.247982,1900-01-01 00:23:16.546982,cooking like a fucking idiot.,koken een idioot .,cooking an idiot .,,
1900-01-01 00:23:20.646982,1900-01-01 00:23:23.187982,Now he thinks it's funny.,nu denkt hij dat het grappig is .,now he thinks it's funny .,,
1900-01-01 00:23:23.187982,1900-01-01 00:23:25.787982,You think it's funny?,denk je dat het grappig is ?,you think it's funny ?,,
1900-01-01 00:23:25.787982,1900-01-01 00:23:27.026982,Yeah.,ja .,yeah .,,
1900-01-01 00:23:27.026982,1900-01-01 00:23:27.926982,It's a joke.,het is een grap .,it's a joke .,,
1900-01-01 00:23:27.926982,1900-01-01 00:23:30.467982,Vas a cocinar?,een [UNK] ?,a [UNK] ?,,
1900-01-01 00:23:30.467982,1900-01-01 00:23:31.627982,What does he want to do?,wat wil hij doen ?,what would he do ?,,
1900-01-01 00:23:31.627982,1900-01-01 00:23:32.866982,He doesn't want to cook.,hij wil niet koken .,he doesn't want to [UNK] .,,
1900-01-01 00:23:32.866982,1900-01-01 00:23:35.467982,He doesn't want to cook?,wil hij niet koken ?,isn't he [UNK] ?,,
1900-01-01 00:23:35.467982,1900-01-01 00:23:38.806982,Get your head out of your ass.,ga je kop buiten .,shut up .,,
1900-01-01 00:23:38.806982,1900-01-01 00:23:41.967982,Do we have any more spaghetti and meatballs?,hebben we nog meer [UNK] en [UNK] ?,we have more [UNK] and [UNK] ?,,
1900-01-01 00:23:41.967982,1900-01-01 00:23:43.167982,Do we have any more meatballs?,hebben we nog meer [UNK] ?,we have more [UNK] ?,,
1900-01-01 00:23:43.167982,1900-01-01 00:23:46.007982,Do we have any more spaghetti and meatballs?,hebben we nog meer [UNK] en [UNK] ?,we have more [UNK] and [UNK] ?,,
1900-01-01 00:23:46.007982,1900-01-01 00:23:48.646982,I feel like I don't know what I'm doing here.,ik vind het fijn dat ik niet weet wat ik hier doe .,i like that i don't know what i'm doing here .,,
1900-01-01 00:23:48.667982,1900-01-01 00:23:52.306982,Maybe I have no idea how to run a restaurant.,misschien heb ik geen idee hoe ik een restaurant ga lopen .,maybe i don't know how i'm going to run a restaurant run .,,
1900-01-01 00:23:52.306982,1900-01-01 00:23:53.206982,Maybe I don't.,misschien niet .,maybe not .,,
1900-01-01 00:23:57.206982,1900-01-01 00:24:01.007982,"Tatiana, you're not just responsible for the dining.",je bent niet verantwoordelijk voor de [UNK] .,you're not responsible for the [UNK] .,,
1900-01-01 00:24:01.007982,1900-01-01 00:24:02.347982,I'm so responsible.,ik ben zo verantwoordelijk .,i'm so responsible .,,
1900-01-01 00:24:02.347982,1900-01-01 00:24:04.546982,You're responsible for the whole thing.,je bent verantwoordelijk voor het hele ding .,you're responsible for the whole thing .,,
1900-01-01 00:24:04.546982,1900-01-01 00:24:06.046982,"I'm sorry, but the whole thing.","het spijt me , maar het is allemaal .","i'm sorry , but it's all .",,
1900-01-01 00:24:06.046982,1900-01-01 00:24:07.627982,I guess I had him on a pedestal.,ik denk dat ik hem had op een [UNK] .,i think i had him on a [UNK] .,,
1900-01-01 00:24:07.627982,1900-01-01 00:24:08.426982,Come outside.,kom buiten .,come out .,,
1900-01-01 00:24:14.687982,1900-01-01 00:24:16.366982,What are you doing?,wat doe je ?,what are you doing ?,,
1900-01-01 00:24:16.366982,1900-01-01 00:24:17.567982,I don't know.,ik weet het niet .,i don't know .,,
1900-01-01 00:24:17.627982,1900-01-01 00:24:19.627982,I just thought he was something better than what you're showing.,ik dacht alleen dat hij iets beter was dan wat je [UNK] .,i only thought he was something better than you were [UNK] .,,
1900-01-01 00:24:19.627982,1900-01-01 00:24:21.127982,Open your eyes.,doe je ogen open .,open your eyes .,,
1900-01-01 00:24:21.127982,1900-01-01 00:24:23.526982,I've never seen anything so ridiculous.,ik heb nooit zo belachelijk gezien .,i've never seen so ridiculous .,,
1900-01-01 00:24:23.526982,1900-01-01 00:24:26.426982,And to stand there with his arms folded and give me shit,en om daar te staan met zijn armen en me geven .,and to be there with his arms and give me .,,
1900-01-01 00:24:26.426982,1900-01-01 00:24:27.627982,on the back of screwing up something,[UNK] het [UNK],[UNK] the [UNK],,
1900-01-01 00:24:27.627982,1900-01-01 00:24:30.127982,that I went out and bought half an hour before we opened.,ik heb een half uur geleden [UNK] .,i [UNK] a half an hour ago .,,
1900-01-01 00:24:30.127982,1900-01-01 00:24:31.967982,He's trying to install a little bit of passion.,hij probeert een beetje passie .,he's trying a little passion .,,
1900-01-01 00:24:31.967982,1900-01-01 00:24:33.766982,"He's just telling me, like, I just don't have enough time.","hij vertelt me , zoals ik niet meer heb .","he's telling me , like i haven't got more .",,
1900-01-01 00:24:33.766982,1900-01-01 00:24:35.806982,He cooks one dish at a time.,hij [UNK] een [UNK] op een tijd .,he [UNK] a [UNK] at a time .,,
1900-01-01 00:24:35.806982,1900-01-01 00:24:37.947982,"A six top and the other dish, you just sit there.",een [UNK] en de andere [UNK] .,a [UNK] and the other [UNK] .,,
1900-01-01 00:24:37.947982,1900-01-01 00:24:39.646982,And you're scared of that?,en ben je bang voor dat ?,and are you scared ?,,
1900-01-01 00:24:39.646982,1900-01-01 00:24:41.106982,Where the fuck do we go?,waar gaan we heen ?,where are we going ?,,
1900-01-01 00:24:41.106982,1900-01-01 00:24:42.706982,I've been his friend for 10 years.,ik ben al tien jaar geleden geweest .,i've been ten years ago .,,
1900-01-01 00:24:42.706982,1900-01-01 00:24:43.606982,I know his family.,ik ken zijn gezin .,i know his family .,,
1900-01-01 00:24:43.606982,1900-01-01 00:24:44.606982,"OK, great.",prima .,fine .,,
1900-01-01 00:24:44.606982,1900-01-01 00:24:45.507982,He's got kids.,hij heeft kinderen .,he has kids .,,
1900-01-01 00:24:45.507982,1900-01-01 00:24:46.787982,So does your sister.,dus doe je zus .,so do your sister .,,
1900-01-01 00:24:46.866982,1900-01-01 00:24:49.067982,It's your fucking business.,het is jouw [UNK] .,it's your [UNK] .,,
1900-01-01 00:24:49.067982,1900-01-01 00:24:50.847982,Come on.,kom op .,come on .,,
1900-01-01 00:24:50.847982,1900-01-01 00:24:52.247982,Honestly.,eerlijk .,fair .,,
1900-01-01 00:24:52.247982,1900-01-01 00:24:54.146982,Italian cafe.,[UNK] café .,[UNK] café .,,
1900-01-01 00:24:54.146982,1900-01-01 00:24:55.706982,Wow.,wauw .,wow .,,
1900-01-01 00:24:54.371995,1900-01-01 00:24:55.631995,what's going on now?,wat is er aan de hand ?,what's the matter ?,,
1900-01-01 00:24:55.631995,1900-01-01 00:24:56.471995,I don't know.,ik weet het niet .,i don't know .,,
1900-01-01 00:25:02.111995,1900-01-01 00:25:04.511995,"After Casimiro ruined the meatballs,",nadat [UNK] de [UNK] [UNK] .,after [UNK] the [UNK] [UNK] .,,
1900-01-01 00:25:04.511995,1900-01-01 00:25:05.951995,What the fuck have you done?,wat heb je gedaan ?,what have you done ?,,
1900-01-01 00:25:05.951995,1900-01-01 00:25:07.751995,and has now refused to cook.,en nu moet weigerde .,and now i gotta decide .,,
1900-01-01 00:25:07.751995,1900-01-01 00:25:08.651995,Pasta cocinar?,[UNK] [UNK] ?,[UNK] [UNK] ?,,
1900-01-01 00:25:08.651995,1900-01-01 00:25:10.191995,No.,nee .,no .,,
1900-01-01 00:25:10.191995,1900-01-01 00:25:13.911995,"Chef Ramsay is frustrated, not only by the chef,","[UNK] is [UNK] , maar niet alleen door de chef .","[UNK] is [UNK] , but not only by the chief .",,
1900-01-01 00:25:13.911995,1900-01-01 00:25:16.551995,but also by Tatiana's lack of management.,maar ook door [UNK] gebrek aan [UNK] .,but also [UNK] by [UNK] [UNK] .,,
1900-01-01 00:25:16.551995,1900-01-01 00:25:18.250995,I've been his friend for 10 years.,ik ben al tien jaar geleden geweest .,i've been ten years ago .,,
1900-01-01 00:25:18.250995,1900-01-01 00:25:19.151995,I know he's family.,ik weet dat hij familie is .,i know he's family .,,
1900-01-01 00:25:19.151995,1900-01-01 00:25:20.090995,I'm sorry.,het spijt me .,i'm sorry .,,
1900-01-01 00:25:20.090995,1900-01-01 00:25:20.891995,"OK, great. He's got kids.",hij heeft kinderen .,he has kids .,,
1900-01-01 00:25:20.891995,1900-01-01 00:25:21.791995,I'm sorry.,het spijt me .,i'm sorry .,,
1900-01-01 00:25:21.791995,1900-01-01 00:25:22.631995,He's your sister.,hij is je zus .,he's your sister .,,
1900-01-01 00:25:22.631995,1900-01-01 00:25:23.631995,It's none of my business.,het gaat mijn zaak niet .,it's not my business .,,
1900-01-01 00:25:23.631995,1900-01-01 00:25:25.430995,Come on.,kom op .,come on .,,
1900-01-01 00:25:25.430995,1900-01-01 00:25:26.790995,Honestly.,eerlijk .,fair .,,
1900-01-01 00:25:26.790995,1900-01-01 00:25:28.490995,Italian cafe?,[UNK] café ?,[UNK] café ?,,
1900-01-01 00:25:28.490995,1900-01-01 00:25:29.391995,Wow.,wauw .,wow .,,
1900-01-01 00:25:29.391995,1900-01-01 00:25:30.290995,What a joke.,wat een grap .,what a joke .,,
1900-01-01 00:25:30.290995,1900-01-01 00:25:33.271995,Ha ha ha.,hallo .,hello .,,
1900-01-01 00:25:33.271995,1900-01-01 00:25:34.170995,"OK, one more time.",nog een keer .,again !,,
1900-01-01 00:25:34.170995,1900-01-01 00:25:35.071995,That's it.,dat is het .,that's it .,,
1900-01-01 00:25:35.071995,1900-01-01 00:25:35.970995,Is that all right?,is dat in orde ?,is that okay ?,,
1900-01-01 00:25:35.970995,1900-01-01 00:25:36.871995,Yeah.,ja .,yeah .,,
1900-01-01 00:25:36.871995,1900-01-01 00:25:37.871995,Is that all right?,is dat in orde ?,is that okay ?,,
1900-01-01 00:25:37.871995,1900-01-01 00:25:40.871995,"Oh, gosh.","oh , gosh .","oh , gosh .",,
1900-01-01 00:25:40.871995,1900-01-01 00:25:43.251995,"Chef, don't leave.","chef , ga niet weg .","chef , don't go .",,
1900-01-01 00:25:43.251995,1900-01-01 00:25:46.251995,Please don't leave.,ga alsjeblieft niet weg .,please don't go away .,,
1900-01-01 00:25:46.251995,1900-01-01 00:25:47.251995,I don't know what to do.,ik weet niet wat ik moet doen .,i don't know what to do .,,
1900-01-01 00:25:47.251995,1900-01-01 00:25:48.251995,It's my fault.,het is mijn schuld .,it's my fault .,,
1900-01-01 00:25:48.251995,1900-01-01 00:25:50.650995,"I just, I, I, I, it's just insane.",ik ben net gek .,i just like it .,,
1900-01-01 00:25:50.650995,1900-01-01 00:25:53.751995,No restaurant anywhere in this country functions like that.,geen restaurant in dit land als [UNK] .,no restaurant in this country as [UNK] .,,
1900-01-01 00:25:53.751995,1900-01-01 00:25:57.351995,"Just help us because I can't, I can't have it fail.",help ons omdat ik het niet kan [UNK] .,help us because i can't [UNK] it .,,
1900-01-01 00:25:57.351995,1900-01-01 00:25:58.811995,No pasta are you ready?,je bent toch klaar ?,you're ready ?,,
1900-01-01 00:25:58.811995,1900-01-01 00:26:00.051995,What's it?,wat is er ?,what is it ?,,
1900-01-01 00:26:00.051995,1900-01-01 00:26:03.290995,"When a chef outlasts two owners already,",wanneer een [UNK] twee [UNK] al . . .,when a [UNK] two [UNK] [UNK],,
1900-01-01 00:26:03.290995,1900-01-01 00:26:04.991995,"trust me, there's something not quite right.","geloof me , er is iets heel goed .","trust me , something's good .",,
1900-01-01 00:26:04.991995,1900-01-01 00:26:07.650995,"Because if the owner previously, i.e.","omdat als de eigenaar is , [UNK] ik . . .","because if the owner is , i am [UNK] . . .",,
1900-01-01 00:26:07.650995,1900-01-01 00:26:11.531995,"Charlie, was that fucking invested in his chef, trust me,","charlie , dat was die [UNK] in z'n [UNK] .","charlie , that was the [UNK] in his [UNK] .",,
1900-01-01 00:26:11.531995,1900-01-01 00:26:12.631995,he would have gone with him.,hij had met hem kunnen praten .,he could have talk to him .,,
1900-01-01 00:26:12.631995,1900-01-01 00:26:13.771995,He would have gone with him.,hij had met hem kunnen praten .,he could have talk to him .,,
1900-01-01 00:26:13.771995,1900-01-01 00:26:15.731995,"It's not rocket science, Tatiana.","[UNK] [UNK] , [UNK] .","[UNK] [UNK] , [UNK] .",,
1900-01-01 00:26:15.731995,1900-01-01 00:26:17.131995,And you're a smart girl.,en je bent een slimme meid .,and you're a smart girl .,,
1900-01-01 00:26:17.131995,1900-01-01 00:26:18.371995,How could I have not have seen this?,hoe kon ik dit niet gezien hebben ?,how could i have seen this ?,,
1900-01-01 00:26:18.390995,1900-01-01 00:26:20.731995,"Well, you're scared to upset somebody.",je bent bang om iemand te [UNK] .,you're afraid of someone .,,
1900-01-01 00:26:20.731995,1900-01-01 00:26:24.091995,Yet you're happy to see all three family members homeless.,nog blij om alle drie [UNK] [UNK] .,still happy for all three [UNK] [UNK] .,,
1900-01-01 00:26:24.091995,1900-01-01 00:26:26.731995,But they rely on you to manage the restaurant.,ze [UNK] u om het restaurant te hebben .,they [UNK] you to have the restaurant .,,
1900-01-01 00:26:26.731995,1900-01-01 00:26:28.430995,They depend on you to give them that security.,ze volgen ze die beveiliging af .,they're taking these security .,,
1900-01-01 00:26:28.430995,1900-01-01 00:26:29.330995,I failed.,[UNK] .,[UNK] .,,
1900-01-01 00:26:29.330995,1900-01-01 00:26:31.330995,Not some chef that won't even take on board,niet wat [UNK] .,not a little [UNK] .,,
1900-01-01 00:26:31.330995,1900-01-01 00:26:33.570995,what you're trying to say.,wat je wil zeggen .,what would you say ?,,
1900-01-01 00:26:33.570995,1900-01-01 00:26:34.811995,Stand in there for five minutes.,blijf daar vijf minuten .,stay five minutes .,,
1900-01-01 00:26:34.811995,1900-01-01 00:26:36.010995,Just watch what they do.,let op wat ze doen .,look what they do .,,
1900-01-01 00:26:36.010995,1900-01-01 00:26:38.371995,"That's if he's, you know, happy to cook again.","dat is als hij is , weet je , [UNK] .","that's when he's , you know , [UNK] .",,
1900-01-01 00:26:42.150995,1900-01-01 00:26:43.491995,So I need to fire him.,dus ik moet hem vuur houden .,so i need to keep him fire .,,
1900-01-01 00:26:43.491995,1900-01-01 00:26:44.851995,I'm not asking you to fire him.,ik vraag je niet om hem te [UNK] .,i'm not asking you to [UNK] him .,,
1900-01-01 00:26:44.851995,1900-01-01 00:26:47.390995,I'm asking you to take responsibility.,ik vraag het je om verantwoordelijkheid te nemen .,i'll ask you to take responsibility .,,
1900-01-01 00:26:47.411995,1900-01-01 00:26:53.710995,I'm so embarrassed by the restaurant in general.,het spijt me zo tegen de restaurant .,i'm so sorry to the restaurant .,,
1900-01-01 00:26:53.710995,1900-01-01 00:26:56.311995,And it's all my fault. And I'm the only one to blame,"en het is mijn schuld , en ik ben de enige om de schuld te geven","and it's my fault , and i'm the only one to blame",,
1900-01-01 00:26:56.311995,1900-01-01 00:26:58.051995,because I'm the owner.,omdat ik de eigenaar ben .,because i'm the owner .,,
1900-01-01 00:26:58.051995,1900-01-01 00:27:00.991995,And I'm doing such a horrible job.,en ik doe zo'n verschrikkelijk baan .,and i do such a terrible job .,,
1900-01-01 00:27:05.790995,1900-01-01 00:27:06.691995,Put all your orders in.,zet je orders op .,put your orders on .,,
